s_m,x_m,y_m,vx_mps,width_left_m,width_right_m
10.3984268,3.8541309,-0.0627307,2.9078561,1.1273657,0.3726343
10.4484192,3.9031029,-0.0523019,2.8932357,1.1206464,0.3793536
10.4984117,3.9518339,-0.0414420,2.8787489,1.1139271,0.3860729
10.5484041,4.0004634,-0.0301146,2.8643571,1.1072079,0.3927921
10.5983966,4.0489965,-0.0183110,2.8500201,1.1004886,0.3995114
10.6483890,4.0974267,-0.0060254,2.8357313,1.0937694,0.4062306
10.6983814,4.1457474,0.0067483,2.8214855,1.0870501,0.4129499
10.7483739,4.1939519,0.0200160,2.8072765,1.0801412,0.4198588
10.7983663,4.2420337,0.0337837,2.7930965,1.0662154,0.4337846
10.8483587,4.2899861,0.0480574,2.7789363,1.0522896,0.4477104
10.8983512,4.3378025,0.0628430,2.7648029,1.0383638,0.4616362
10.9483436,4.3854763,0.0781465,2.7507099,1.0244380,0.4755620
10.9983360,4.4328646,0.0939278,2.7366740,1.0105122,0.4894878
11.0483285,4.4800651,0.1102252,2.7227157,0.9965865,0.5034135
11.0983209,4.5270975,0.1270542,2.7088595,0.9826607,0.5173393
11.1483134,4.5739516,0.1444205,2.6951160,0.9687349,0.5312651
11.1983058,4.6206171,0.1623296,2.6814919,0.9548091,0.5451909
11.2482982,4.6670838,0.1807874,2.6679937,0.9408833,0.5591167
11.2982907,4.7133413,0.1997993,2.6546269,0.9205968,0.5794032
11.3482831,4.7593794,0.2193712,2.6413966,0.8986141,0.6013859
11.3982755,4.8051879,0.2395085,2.6283069,0.8766315,0.6233685
11.4482680,4.8507563,0.2602171,2.6153662,0.8546488,0.6453512
11.4982604,4.8960161,0.2814746,2.6025890,0.8326661,0.6673339
11.5482528,4.9409849,0.3032978,2.5899969,0.8106835,0.6893165
11.5982453,4.9856762,0.3257031,2.5776195,0.7887008,0.7112992
11.6482377,5.0300753,0.3486940,2.5654957,0.7667181,0.7332819
11.6982302,5.0741674,0.3722738,2.5536700,0.7447355,0.7552645
11.7482226,5.1179376,0.3964460,2.5421931,0.7227528,0.7772472
11.7982150,5.1613711,0.4212140,2.5311229,0.6981078,0.8031790
11.8482075,5.2044530,0.4465811,2.5205282,0.6713076,0.8323076
11.8981999,5.2471686,0.4725507,2.5104191,0.6445074,0.8614363
11.9481923,5.2895031,0.4991262,2.5007419,0.6177072,0.8905649
11.9981848,5.3314759,0.5263336,2.4914415,0.5909070,0.9196936
12.0481772,5.3730700,0.5541742,2.4824603,0.5641068,0.9488222
12.0981696,5.4142369,0.5826248,2.4737372,0.5373066,0.9779508
12.1481621,5.4549615,0.6116834,2.4652791,0.5105064,1.0070795
12.1981545,5.4952289,0.6413481,2.4571699,0.4837062,1.0362081
12.2481470,5.5350241,0.6716168,2.4495163,0.4569061,1.0653368
12.2981394,5.5743320,0.7024876,2.4424660,0.4342945,1.0939314
12.3481318,5.6131376,0.7339586,2.4362721,0.4207581,1.1213689
12.3981243,5.6514259,0.7660277,2.4311290,0.4072218,1.1488064
12.4481167,5.6891820,0.7986931,2.4269658,0.3936855,1.1762439
12.4981091,5.7264528,0.8320089,2.4239828,0.3801492,1.2036814
12.5481016,5.7632700,0.8660160,2.4221131,0.3666129,1.2311189
12.5980940,5.7995121,0.9006032,2.4211122,0.3530766,1.2585564
12.6480865,5.8351696,0.9357569,2.4207406,0.3395403,1.2859939
12.6980789,5.8702330,0.9714636,2.4209740,0.3260040,1.3134314
12.7480713,5.9046927,1.0077097,2.4214616,0.3124677,1.3408689
12.7980638,5.9385391,1.0444818,2.4220482,0.3014135,1.3647172
12.8480562,5.9717628,1.0817663,2.4226185,0.3193173,1.3466901
12.8980486,6.0043542,1.1195497,2.4230769,0.3372212,1.3286631
12.9480411,6.0363038,1.1578183,2.4234017,0.3551251,1.3106361
12.9980335,6.0676831,1.1966608,2.4237418,0.3730290,1.2926091
13.0480259,6.0986265,1.2362585,2.4242149,0.3909328,1.2745820
13.0980184,6.1288919,1.2763076,2.4249224,0.4088367,1.2565550
13.1480108,6.1584748,1.3167927,2.4259571,0.4267406,1.2385280
13.1980033,6.1873702,1.3576982,2.4273443,0.4446445,1.2205010
13.2479957,6.2155733,1.3990084,2.4289429,0.4625483,1.2024740
13.2979881,6.2430795,1.4407078,2.4306469,0.4804522,1.1844469
13.3479806,6.2698838,1.4827808,2.4323691,0.5039670,1.1571378
13.3979730,6.2959815,1.5252118,2.4340342,0.5285338,1.1280882
13.4479654,6.3213678,1.5679853,2.4355782,0.5531006,1.0990387
13.4979579,6.3461349,1.6112582,2.4369576,0.5776675,1.0699891
13.5479503,6.3704450,1.6553432,2.4369334,0.6022343,1.0409395
13.5979427,6.3940094,1.6997367,2.4353468,0.6268011,1.0118900
13.6479352,6.4168253,1.7444257,2.4320917,0.6513680,0.9828404
13.6979276,6.4388897,1.7893969,2.4270699,0.6759348,0.9537908
13.7479201,6.4601999,1.8346371,2.4201775,0.7005016,0.9247413
13.7979125,6.4807529,1.8801333,2.4125189,0.7250685,0.8956917
13.8479049,6.5005460,1.9258722,2.4041288,0.7461876,0.8718244
13.8978974,6.5195761,1.9718407,2.3949938,0.7650583,0.8513369
13.9478898,6.5378406,2.0180257,2.3851382,0.7839290,0.8308494
13.9978822,6.5554456,2.0647103,2.3746431,0.8027997,0.8103618
14.0478747,6.5724180,2.1120184,2.3635805,0.8216704,0.7898743
14.0978671,6.5885893,2.1595187,2.3520133,0.8405411,0.7693868
14.1478595,6.6039547,2.2072049,2.3399993,0.8594118,0.7488992
14.1978520,6.6185095,2.2550703,2.3275449,0.8782825,0.7284117
14.2478444,6.6322487,2.3031083,2.3145863,0.8971532,0.7079242
14.2978369,6.6451677,2.3513123,2.3010546,0.9160239,0.6874366
14.3478293,6.6572616,2.3996758,2.2868751,0.9324874,0.6698642
14.3978217,6.6685258,2.4481923,2.2719531,0.9448242,0.6572891
14.4478142,6.6789553,2.4968550,2.2564485,0.9571610,0.6447140
14.4978066,6.6885869,2.5458828,2.2405341,0.9694978,0.6321389
14.5477990,6.6973721,2.5951349,2.2243956,0.9818346,0.6195638
14.5977915,6.7052736,2.6445115,2.2082304,0.9941714,0.6069887
14.6477839,6.7122728,2.6940038,2.1922615,1.0065082,0.5944136
14.6977764,6.7183509,2.7436031,2.1764605,1.0188450,0.5818385
14.7477688,6.7234894,2.7933006,2.1607872,1.0311818,0.5692634
14.7977612,6.7276694,2.8430874,2.1451866,1.0435186,0.5566883
14.8477537,6.7308724,2.8929547,2.1296009,1.0548298,0.5451702
14.8977461,6.7330797,2.9428937,2.1139742,1.0593715,0.5406285
14.9477385,6.7342724,2.9928815,2.0982767,1.0639132,0.5360868
14.9977310,6.7344336,3.0427485,2.0824959,1.0684549,0.5315451
15.0477234,6.7335491,3.0926412,2.0666393,1.0729966,0.5270034
15.0977158,6.7315989,3.1425333,2.0507224,1.0775383,0.5224617
15.1477083,6.7285631,3.1923980,2.0347638,1.0820800,0.5179200
15.1977007,6.7244215,3.2422090,2.0187603,1.0866216,0.5133784
15.2476932,6.7191540,3.2919395,2.0026955,1.0911633,0.5088367
15.2976856,6.7127407,3.3415630,1.9865502,1.0957050,0.5042950
15.3476780,6.7051615,3.3910531,1.9702908,1.1002467,0.4997533
15.3976705,6.6963963,3.4403831,1.9539348,1.0968843,0.5031157
15.4476629,6.6864575,3.4893757,1.9375154,1.0925919,0.5074081
15.4976553,6.6753533,3.5379304,1.9210807,1.0882996,0.5117004
15.5476478,6.6630211,3.5862296,1.9046808,1.0840073,0.5159927
15.5976402,6.6494408,3.6342336,1.8883775,1.0797149,0.5202851
15.6476326,6.6345921,3.6819024,1.8721750,1.0754226,0.5245774
